MUNI_PROV,t24_100yr,t24_25yr,t24_5yr
"San_Clemente, Tarlac",440.5,352.9,246.7
"San_Dionisio, Iloilo",344.6,273,186.2
"San_Emilio, Ilocos_Sur",602,479.8,331.7
"San_Emilio, Ilocos_Sur",1134,876.1,563.6
"San_Enrique, Iloilo",304.5,241.5,165.2
"San_Enrique, Iloilo",344.6,273,186.2
"San_Enrique, Negros_Occidental",304.5,241.5,165.2
"San_Esteban, Ilocos_Sur",602,479.8,331.7
"San_Fabian, Pangasinan",440.5,352.9,246.7
"San_Felipe, Zambales",533.6,431.1,307
"San_Fernando_City, La_Union",1134,876.1,563.6
"San_Fernando_City, Pampanga",415.6,328.8,223.5
"San_Fernando_City, Pampanga",349.3,275.2,185.3
"San_Fernando, Bukidnon",265.3,214.8,153.6
"San_Fernando, Bukidnon",202.1,165.5,121.1
"San_Fernando, Camarines_Sur",520.3,411.1,278.7
"San_Fernando, Cebu",265.7,208.5,139.1
"San_Fernando, Masbate",490.3,386.4,260.5
"San_Fernando, Romblon",313.3,249.2,171.6
"San_Francisco, Agusan_del_Sur",483.1,389.7,276.5
"San_Francisco, Agusan_del_Sur",308.6,248.3,175.2
"San_Francisco, Cebu",265.7,208.5,139.1
"San_Francisco, Quezon",520.3,411.1,278.7
"San_Francisco, Quezon",313.3,249.2,171.6
"San_Francisco, Southern_Leyte",316.3,259.6,190.8
"San_Francisco, Surigao_del_Norte",553.9,433,286.5
"San_Gabriel, La_Union",1134,876.1,563.6
"San_Guillermo, Isabela",427.9,345.5,245.6
"San_Ildefonso, Bulacan",481.2,373.6,243.1
"San_Ildefonso, Bulacan",349.3,275.2,185.3
"San_Ildefonso, Ilocos_Sur",602,479.8,331.7
"San_Isidro, Abra",602,479.8,331.7
"San_Isidro, Bohol",222.6,176.7,121.2
"San_Isidro, Davao_del_Norte",265.3,214.8,153.6
"San_Isidro, Davao_del_Norte",202.1,165.5,121.1
"San_Isidro, Davao_Oriental",202.1,165.5,121.1
"San_Isidro, Isabela",427.9,345.5,245.6
"San_Isidro, Leyte",273,222.6,161.4
"San_Isidro, Leyte",418.8,331.3,255.3
"San_Isidro, Northern_Samar",461.8,368.5,255.4
"San_Isidro, Nueva_Ecija",349.3,275.2,185.3
"San_Isidro, Surigao_del_Norte",553.9,433,286.5
"San_Jacinto, Masbate",490.3,386.4,260.5
"San_Jacinto, Pangasinan",440.5,352.9,246.7
"San_Joaquin, Iloilo",304.5,241.5,165.2
"San_Jorge, Samar",418.8,331.3,255.3
"San_Jose_City, Nueva_Ecija",349.3,275.2,185.3
"San_Jose_de_Buan, Samar",418.8,331.3,255.3
"San_Jose_del_Monte_City, Bulacan",481.2,373.6,243.1
"San_Jose, Antique",304.5,241.5,165.2
"San_Jose, Batangas",434.3,340.4,226.7
"San_Jose, Camarines_Sur",520.3,411.1,278.7
"San_Jose, Camarines_Sur",574.4,449,297
"San_Jose, Camarines_Sur",490.3,386.4,260.5
"San_Jose, Dinagat_Islands",553.9,433,286.5
"San_Jose, Negros_Oriental",227.3,177.2,116.5
"San_Jose, Northern_Samar",461.8,368.5,255.4
"San_Jose, Occidental_Mindoro",313.3,249.2,171.6
"San_Jose, Romblon",313.3,249.2,171.6
"San_Jose, Tarlac",533.6,431.1,307
"San_Jose, Tarlac",349.3,275.2,185.3
"San_Juan, Abra",602,479.8,331.7
"San_Juan, Batangas",508.3,404.8,279.5
"San_Juan, Ilocos_Sur",602,479.8,331.7
"San_Juan, La_Union",1134,876.1,563.6
"San_Juan, Metropolitan_Manila",481.2,373.6,243.1
"San_Juan, Metropolitan_Manila",415.6,328.8,223.5
"San_Juan, Siquijor",227.3,177.2,116.5
"San_Juan, Southern_Leyte",316.3,259.6,190.8
"San_Julian, Eastern_Samar",509.4,407.4,283.8
"San_Leonardo, Nueva_Ecija",349.3,275.2,185.3
"San_Lorenzo_Ruiz, Camarines_Norte",520.3,411.1,278.7
"San_Lorenzo, Guimaras",304.5,241.5,165.2
"San_Luis, Agusan_del_Sur",483.1,389.7,276.5
"San_Luis, Agusan_del_Sur",265.3,214.8,153.6
"San_Luis, Agusan_del_Sur",308.6,248.3,175.2
"San_Luis, Aurora",551.7,428.2,278.6
"San_Luis, Batangas",434.3,340.4,226.7
"San_Luis, Pampanga",481.2,373.6,243.1
"San_Luis, Pampanga",415.6,328.8,223.5
"San_Luis, Pampanga",349.3,275.2,185.3
"San_Manuel, Isabela",465.5,367.2,248
"San_Manuel, Pangasinan",440.5,352.9,246.7
"San_Manuel, Pangasinan",1134,876.1,563.6
"San_Manuel, Tarlac",440.5,352.9,246.7
"San_Marcelino, Zambales",533.6,431.1,307
"San_Mariano, Isabela",427.9,345.5,245.6
"San_Mariano, Isabela",465.5,367.2,248
"San_Mateo, Isabela",427.9,345.5,245.6
"San_Mateo, Isabela",465.5,367.2,248
"San_Mateo, Rizal",481.2,373.6,243.1
"San_Miguel, Bohol",265.7,208.5,139.1
"San_Miguel, Bohol",222.6,176.7,121.2
"San_Miguel, Bohol",316.3,259.6,190.8
"San_Miguel, Bulacan",349.3,275.2,185.3
"San_Miguel, Catanduanes",574.4,449,297
"San_Miguel, Iloilo",304.5,241.5,165.2
"San_Miguel, Leyte",273,222.6,161.4
"San_Miguel, Surigao_del_Sur",308.6,248.3,175.2
"San_Miguel, Zamboanga_del_Sur",294.4,242,178.5
"San_Narciso, Quezon",520.3,411.1,278.7
"San_Narciso, Quezon",466.7,369.6,252
"San_Narciso, Zambales",533.6,431.1,307
"San_Nicolas, Batangas",434.3,340.4,226.7
"San_Nicolas, Ilocos_Norte",602,479.8,331.7
"San_Nicolas, Pangasinan",1134,876.1,563.6
"San_Pablo_City, Laguna",508.3,404.8,279.5
"San_Pablo_City, Laguna",434.3,340.4,226.7
"San_Pablo, Isabela",465.5,367.2,248
"San_Pablo, Zamboanga_del_Sur",294.4,242,178.5
"San_Pascual, Batangas",434.3,340.4,226.7
"San_Pascual, Masbate",313.3,249.2,171.6
"San_Pascual, Masbate",490.3,386.4,260.5
"San_Pedro, Laguna",377.6,301.5,209.4
"San_Policarpo, Eastern_Samar",509.4,407.4,283.8
"San_Quintin, Abra",602,479.8,331.7
"San_Quintin, Pangasinan",349.3,275.2,185.3
"San_Quintin, Pangasinan",440.5,352.9,246.7
"San_Quintin, Pangasinan",1134,876.1,563.6
"San_Rafael, Bulacan",481.2,373.6,243.1
"San_Rafael, Iloilo",304.5,241.5,165.2
"San_Rafael, Iloilo",344.6,273,186.2
"San_Remigio, Antique",304.5,241.5,165.2
"San_Remigio, Cebu",265.7,208.5,139.1
"San_Ricardo, Southern_Leyte",553.9,433,286.5
"San_Ricardo, Southern_Leyte",316.3,259.6,190.8
"San_Roque, Northern_Samar",461.8,368.5,255.4
"San_Sebastian, Samar",418.8,331.3,255.3
"San_Simon, Pampanga",481.2,373.6,243.1
"San_Simon, Pampanga",415.6,328.8,223.5
"San_Teodoro, Oriental_Mindoro",434.3,340.4,226.7
"San_Vicente, Camarines_Norte",520.3,411.1,278.7
"San_Vicente, Ilocos_Sur",602,479.8,331.7
"San_Vicente, Northern_Samar",461.8,368.5,255.4
"San_Vicente, Palawan",299.6,234.9,156.4
"Sanchez_Mira, Cagayan",484,379.3,252.5
"Santa_Ana, Cagayan",465.5,367.2,248
"Santa_Ana, Cagayan",484,379.3,252.5
"Santa_Ana, Pampanga",349.3,275.2,185.3
"Santa_Barbara, Iloilo",304.5,241.5,165.2
"Santa_Barbara, Pangasinan",440.5,352.9,246.7
"Santa_Catalina, Ilocos_Sur",602,479.8,331.7
"Santa_Catalina, Negros_Oriental",227.3,177.2,116.5
"Santa_Cruz, Davao_del_Sur",202.1,165.5,121.1
"Santa_Cruz, Ilocos_Sur",1134,876.1,563.6
"Santa_Cruz, Laguna",508.3,404.8,279.5
"Santa_Cruz, Marinduque",466.7,369.6,252
"Santa_Cruz, Occidental_Mindoro",434.3,340.4,226.7
"Santa_Cruz, Zambales",533.6,431.1,307
"Santa_Cruz, Zambales",440.5,352.9,246.7
"Santa_Elena, Camarines_Norte",466.7,369.6,252
"Santa_Fe, Cebu",265.7,208.5,139.1
"Santa_Fe, Cebu",418.8,331.3,255.3
"Santa_Fe, Leyte",273,222.6,161.4
"Santa_Fe, Nueva_Vizcaya",1134,876.1,563.6
"Santa_Fe, Romblon",313.3,249.2,171.6
"Santa_Ignacia, Tarlac",533.6,431.1,307
"Santa_Ignacia, Tarlac",349.3,275.2,185.3
"Santa_Ignacia, Tarlac",440.5,352.9,246.7
"Santa_Josefa, Agusan_del_Sur",483.1,389.7,276.5
"Santa_Lucia, Ilocos_Sur",1134,876.1,563.6
"Santa_Magdalena, Sorsogon",461.8,368.5,255.4
"Santa_Magdalena, Sorsogon",490.3,386.4,260.5
"Santa_Marcela, Apayao",484,379.3,252.5
"Santa_Margarita, Samar",418.8,331.3,255.3
"Santa_Margarita, Samar",461.8,368.5,255.4
"Santa_Maria, Bulacan",481.2,373.6,243.1
"Santa_Maria, Davao_del_Sur",195.2,153.4,102.7
"Santa_Maria, Ilocos_Sur",602,479.8,331.7
"Santa_Maria, Isabela",465.5,367.2,248
"Santa_Maria, Laguna",481.2,373.6,243.1
"Santa_Maria, Laguna",404.4,334.4,249.6
"Santa_Maria, Pangasinan",440.5,352.9,246.7
"Santa_Maria, Romblon",313.3,249.2,171.6
"Santa_Monica, Surigao_del_Norte",553.9,433,286.5
"Santa_Praxedes, Cagayan",602,479.8,331.7
"Santa_Praxedes, Cagayan",484,379.3,252.5
"Santa_Rita, Pampanga",415.6,328.8,223.5
"Santa_Rita, Samar",509.4,407.4,283.8
"Santa_Rita, Samar",273,222.6,161.4
"Santa_Rosa_City, Laguna",434.3,340.4,226.7
"Santa_Rosa, Nueva_Ecija",349.3,275.2,185.3
"Santa_Teresita, Batangas",434.3,340.4,226.7
"Santa_Teresita, Cagayan",484,379.3,252.5
"Santa, Ilocos_Sur",602,479.8,331.7
"Santander, Cebu",227.3,177.2,116.5
"Santiago_City, Isabela",427.9,345.5,245.6
"Santiago_City, Isabela",1134,876.1,563.6
"Santiago, Agusan_del_Norte",308.6,248.3,175.2
"Santiago, Ilocos_Sur",602,479.8,331.7
"Santiago, Ilocos_Sur",1134,876.1,563.6
"Santo_Domingo, Albay",490.3,386.4,260.5
"Santo_Domingo, Ilocos_Sur",602,479.8,331.7
"Santo_Domingo, Nueva_Ecija",349.3,275.2,185.3
"Santo_Niño, Cagayan",465.5,367.2,248
"Santo_Niño, Cagayan",484,379.3,252.5
"Santo_Nino, Samar",418.8,331.3,255.3
"Santo_Nino, Samar",461.8,368.5,255.4
"Santo_Nino, South_Cotabato",195.2,153.4,102.7
"Santo_Tomas, Batangas",434.3,340.4,226.7
"Santo_Tomas, Davao_del_Norte",202.1,165.5,121.1
"Santo_Tomas, Isabela",465.5,367.2,248
"Santo_Tomas, La_Union",440.5,352.9,246.7
"Santo_Tomas, La_Union",1134,876.1,563.6
"Santo_Tomas, Pampanga",415.6,328.8,223.5
"Santo_Tomas, Pangasinan",440.5,352.9,246.7
"Santol, La_Union",1134,876.1,563.6
"Sapa_Sapa, Tawi_Tawi",191.1,153.4,107.8
"Sapad, Lanao_del_Norte",294.4,242,178.5
"Sapang_Dalaga, Misamis_Occidental",294.4,242,178.5
"Sapi_An, Capiz",344.6,273,186.2
"Sara, Iloilo",344.6,273,186.2
"Sarangani, Davao_del_Sur",195.2,153.4,102.7
"Sariaya, Quezon",508.3,404.8,279.5
"Sarrat, Ilocos_Norte",602,479.8,331.7
"Sasmuan, Pampanga",415.6,328.8,223.5
"Sebaste, Antique",344.6,273,186.2
"Sen_Ninoy_Aquino, Sultan_Kudarat",195.2,153.4,102.7
"Sergio_Osmena_Sr, Zamboanga_del_Norte",294.4,242,178.5
"Sevilla, Bohol",222.6,176.7,121.2
"Shariff_Aguak, Maguindanao",195.2,153.4,102.7
"Shariff_Aguak, Maguindanao",202.1,165.5,121.1
"Siasi, Sulu",191.1,153.4,107.8
"Siaton, Negros_Oriental",227.3,177.2,116.5
"Siay, Zamboanga_Sibugay",294.4,242,178.5
"Siay, Zamboanga_Sibugay",191.1,153.4,107.8
"Siayan, Zamboanga_del_Norte",294.4,242,178.5
"Sibagat, Agusan_del_Sur",308.6,248.3,175.2
"Sibalom, Antique",304.5,241.5,165.2
"Sibonga, Cebu",265.7,208.5,139.1
"Sibonga, Cebu",222.6,176.7,121.2
"Sibuco, Zamboanga_del_Norte",191.1,153.4,107.8
"Sibulan, Negros_Oriental",227.3,177.2,116.5
"Sibunag, Guimaras",304.5,241.5,165.2
"Sibutad, Zamboanga_del_Norte",294.4,242,178.5
"Sibutu, Tawi_Tawi",191.1,153.4,107.8
"Sierra_Bullones, Bohol",222.6,176.7,121.2
"Sigay, Ilocos_Sur",1134,876.1,563.6
"Sigma, Capiz",344.6,273,186.2
"Sikatuna, Bohol",222.6,176.7,121.2
"Silago, Southern_Leyte",316.3,259.6,190.8
"Silang, Cavite",434.3,340.4,226.7
"Silay_City, Negros_Occidental",304.5,241.5,165.2
"Silvino_Lobos, Northern_Samar",418.8,331.3,255.3
"Silvino_Lobos, Northern_Samar",461.8,368.5,255.4
"Simunul, Tawi_Tawi",191.1,153.4,107.8
"Sinacaban, Misamis_Occidental",294.4,242,178.5
"Sinait, Ilocos_Sur",602,479.8,331.7
"Sindangan, Zamboanga_del_Norte",294.4,242,178.5
"Siniloan, Laguna",404.4,334.4,249.6
"Siocon, Zamboanga_del_Norte",191.1,153.4,107.8
"Sipalay_City, Negros_Occidental",227.3,177.2,116.5
"Sipalay_City, Negros_Occidental",304.5,241.5,165.2
"Sipocot, Camarines_Sur",520.3,411.1,278.7
"Siquijor, Siquijor",227.3,177.2,116.5
"Sirawai, Zamboanga_del_Norte",191.1,153.4,107.8
"Siruma, Camarines_Sur",520.3,411.1,278.7
"Sison, Pangasinan",440.5,352.9,246.7
"Sison, Pangasinan",1134,876.1,563.6
"Sison, Surigao_del_Norte",553.9,433,286.5
"Sitangkai, Tawi_Tawi",191.1,153.4,107.8
"Socorro, Oriental_Mindoro",313.3,249.2,171.6
"Socorro, Oriental_Mindoro",508.3,404.8,279.5
"Socorro, Oriental_Mindoro",434.3,340.4,226.7
"Socorro, Surigao_del_Norte",553.9,433,286.5
"Sofronio_Espanola, Palawan",299.6,234.9,156.4
"Sogod, Cebu",265.7,208.5,139.1
"Sogod, Southern_Leyte",316.3,259.6,190.8
"Solana, Cagayan",465.5,367.2,248
"Solano, Nueva_Vizcaya",1134,876.1,563.6
"Solsona, Ilocos_Norte",602,479.8,331.7
"Sominot, Zamboanga_del_Sur",294.4,242,178.5
"Sorsogon_City, Sorsogon",490.3,386.4,260.5
"South_Ubian, Tawi_Tawi",191.1,153.4,107.8
"South_Upi, Maguindanao",195.2,153.4,102.7
"Sual, Pangasinan",440.5,352.9,246.7
"Subic, Zambales",533.6,431.1,307
"Sudipen, La_Union",1134,876.1,563.6
"Sugbongcogon, Misamis_Oriental",239.7,189.8,129.2
"Sugpon, Ilocos_Sur",1134,876.1,563.6
"Sulat, Eastern_Samar",509.4,407.4,283.8
"Sulop, Davao_del_Sur",195.2,153.4,102.7
"Sultan_Dumalondong, Lanao_del_Sur",255.5,204,141.7
"Sultan_Kudarat, Shariff_Kabunsuan",255.5,204,141.7
"Sultan_Kudarat, Shariff_Kabunsuan",202.1,165.5,121.1
"Sultan_Mastura, Shariff_Kabunsuan",255.5,204,141.7
"Sultan_Mastura, Shariff_Kabunsuan",202.1,165.5,121.1
"Sultan_Naga_Dimaporo, Lanao_del_Norte",294.4,242,178.5
"Sultan_Sa_Barongis, Maguindanao",195.2,153.4,102.7
"Sultan_Sa_Barongis, Maguindanao",202.1,165.5,121.1
"Sumilao, Bukidnon",265.3,214.8,153.6
"Sumilao, Bukidnon",239.7,189.8,129.2
"Sumisip, Basilan",191.1,153.4,107.8
"Surallah, South_Cotabato",195.2,153.4,102.7
"Surigao_City, Surigao_del_Norte",553.9,433,286.5
"Suyo, Ilocos_Sur",1134,876.1,563.6
"T'Boli, South_Cotabato",195.2,153.4,102.7
"Taal_lake, Batangas",434.3,340.4,226.7
"Taal, Batangas",434.3,340.4,226.7
"Tabaco_City, Albay",490.3,386.4,260.5
"Tabango, Leyte",273,222.6,161.4
"Tabina, Zamboanga_del_Sur",294.4,242,178.5
"Tabogon, Cebu",265.7,208.5,139.1
"Tabontabon, Leyte",273,222.6,161.4
"Tabuelan, Cebu",265.7,208.5,139.1
"Tabuk_City, Kalinga",465.5,367.2,248
"Tacloban_City, Leyte",273,222.6,161.4
"Tacurong_City, Sultan_Kudarat",195.2,153.4,102.7
"Tadian, Mountain_Province",1134,876.1,563.6
"Taft, Eastern_Samar",509.4,407.4,283.8
"Tagana_An, Surigao_del_Norte",553.9,433,286.5
"Tagapul_An, Samar",461.8,368.5,255.4
"Tagaytay_City, Cavite",434.3,340.4,226.7
"Tagbilaran_City, Bohol",222.6,176.7,121.2
"Tagbina, Surigao_del_Sur",483.1,389.7,276.5
"Tagkawayan, Quezon",520.3,411.1,278.7
"Tagkawayan, Quezon",466.7,369.6,252
"Tago, Surigao_del_Sur",483.1,389.7,276.5
"Tago, Surigao_del_Sur",308.6,248.3,175.2
"Tagoloan_II, Lanao_del_Sur",255.5,204,141.7
"Tagoloan, Lanao_del_Norte",255.5,204,141.7
"Tagoloan, Misamis_Oriental",239.7,189.8,129.2
"Tagudin, Ilocos_Sur",1134,876.1,563.6
"Taguig, Metropolitan_Manila",481.2,373.6,243.1
"Taguig, Metropolitan_Manila",415.6,328.8,223.5
"Tagum_City, Davao_del_Norte",202.1,165.5,121.1
"Talacogon, Agusan_del_Sur",483.1,389.7,276.5
"Talacogon, Agusan_del_Sur",308.6,248.3,175.2
"Talaingod, Davao_del_Norte",265.3,214.8,153.6
"Talaingod, Davao_del_Norte",202.1,165.5,121.1
"Talakag, Bukidnon",255.5,204,141.7
"Talakag, Bukidnon",265.3,214.8,153.6
"Talakag, Bukidnon",239.7,189.8,129.2
"Talalora, Samar",273,222.6,161.4
"Talalora, Samar",418.8,331.3,255.3
"Talavera, Nueva_Ecija",349.3,275.2,185.3
"Talayan, Maguindanao",195.2,153.4,102.7
"Talayan, Maguindanao",202.1,165.5,121.1
"Talibon, Bohol",265.7,208.5,139.1
"Talipao, Sulu",191.1,153.4,107.8
"Talisay_City, Cebu",265.7,208.5,139.1
"Talisay_City, Negros_Occidental",304.5,241.5,165.2
"Talisay, Batangas",434.3,340.4,226.7
"Talisay, Camarines_Norte",520.3,411.1,278.7
"Talisayan, Misamis_Oriental",239.7,189.8,129.2
"Talisayan, Misamis_Oriental",308.6,248.3,175.2
"Talitay, Maguindanao",202.1,165.5,121.1
"Talugtug, Nueva_Ecija",349.3,275.2,185.3
"Talusan, Zamboanga_Sibugay",191.1,153.4,107.8
"Tambulig, Zamboanga_del_Sur",294.4,242,178.5
"Tampakan, South_Cotabato",195.2,153.4,102.7
"Tamparan, Lanao_del_Sur",255.5,204,141.7
"Tampilisan, Zamboanga_del_Norte",294.4,242,178.5
"Tampilisan, Zamboanga_del_Norte",191.1,153.4,107.8
"Tanauan_City, Batangas",434.3,340.4,226.7
"Tanauan, Leyte",273,222.6,161.4
"Tanay, Rizal",481.2,373.6,243.1
"Tanay, Rizal",404.4,334.4,249.6
"Tandag_City, Surigao_del_Sur",483.1,389.7,276.5
"Tandag_City, Surigao_del_Sur",308.6,248.3,175.2
"Tandubas, Tawi_Tawi",191.1,153.4,107.8
"Tangalan, Aklan",344.6,273,186.2
"Tangcal, Lanao_del_Norte",294.4,242,178.5
"Tangcal, Lanao_del_Norte",255.5,204,141.7
"Tangub_City, Misamis_Occidental",294.4,242,178.5
"Tanjay_City, Negros_Oriental",227.3,177.2,116.5
"Tantangan, South_Cotabato",195.2,153.4,102.7
"Tanudan, Kalinga",465.5,367.2,248
"Tanza, Cavite",377.6,301.5,209.4
"Tapaz, Capiz",304.5,241.5,165.2
"Tapaz, Capiz",344.6,273,186.2
"Tapul, Sulu",191.1,153.4,107.8
"Taraka, Lanao_del_Sur",255.5,204,141.7
"Tarangnan, Samar",418.8,331.3,255.3
"Tarlac_City, Tarlac",533.6,431.1,307
"Tarlac_City, Tarlac",349.3,275.2,185.3
"Tarragona, Davao_Oriental",202.1,165.5,121.1
"Tayabas_City, Quezon",508.3,404.8,279.5
"Tayasan, Negros_Oriental",227.3,177.2,116.5
"Taysan, Batangas",434.3,340.4,226.7
"Taytay, Palawan",299.6,234.9,156.4
"Taytay, Rizal",481.2,373.6,243.1
"Tayug, Pangasinan",440.5,352.9,246.7
"Tayug, Pangasinan",1134,876.1,563.6
"Tayum, Abra",602,479.8,331.7
"Teresa, Rizal",481.2,373.6,243.1
"Ternate, Cavite",377.6,301.5,209.4
"Tiaong, Quezon",508.3,404.8,279.5
"Tiaong, Quezon",434.3,340.4,226.7
"Tibiao, Antique",304.5,241.5,165.2
"Tibiao, Antique",344.6,273,186.2
"Tigaon, Camarines_Sur",520.3,411.1,278.7
"Tigaon, Camarines_Sur",490.3,386.4,260.5
"Tigbao, Zamboanga_del_Sur",294.4,242,178.5
"Tigbauan, Iloilo",304.5,241.5,165.2
"Tinambac, Camarines_Sur",520.3,411.1,278.7
"Tineg, Abra",602,479.8,331.7
"Tineg, Abra",465.5,367.2,248
"Tinglayan, Kalinga",465.5,367.2,248
"Tingloy, Batangas",434.3,340.4,226.7
"Tinoc, Ifugao",1134,876.1,563.6
"Tipo_Tipo, Basilan",191.1,153.4,107.8
"Titay, Zamboanga_Sibugay",294.4,242,178.5
"Titay, Zamboanga_Sibugay",191.1,153.4,107.8
"Tiwi, Albay",490.3,386.4,260.5
"Tobias_Fornier, Antique",304.5,241.5,165.2
"Toboso, Negros_Occidental",265.7,208.5,139.1
"Toledo_City, Cebu",265.7,208.5,139.1
"Tolosa, Leyte",273,222.6,161.4
"Tomas_Oppus, Southern_Leyte",316.3,259.6,190.8
"Tongkil, Sulu",191.1,153.4,107.8
"Torrijos, Marinduque",313.3,249.2,171.6
"Torrijos, Marinduque",466.7,369.6,252
"Trece_Martires_City, Cavite",377.6,301.5,209.4
"Trece_Martires_City, Cavite",434.3,340.4,226.7
"Trento, Agusan_del_Sur",483.1,389.7,276.5
"Trinidad, Bohol",265.7,208.5,139.1
"Trinidad, Bohol",316.3,259.6,190.8
"Tuao, Cagayan",465.5,367.2,248
"Tuba, Benguet",1134,876.1,563.6
"Tubajon, Dinagat_Islands",409.1,323.8,220.5
"Tubajon, Dinagat_Islands",553.9,433,286.5
"Tubao, La_Union",1134,876.1,563.6
"Tubaran, Lanao_del_Sur",255.5,204,141.7
"Tubay, Agusan_del_Norte",308.6,248.3,175.2
"Tubigon, Bohol",265.7,208.5,139.1
"Tubigon, Bohol",222.6,176.7,121.2
"Tublay, Benguet",1134,876.1,563.6
"Tubo, Abra",602,479.8,331.7
"Tubo, Abra",465.5,367.2,248
"Tubo, Abra",1134,876.1,563.6
"Tubod, Lanao_del_Norte",294.4,242,178.5
"Tubod, Surigao_del_Norte",553.9,433,286.5
"Tubungan, Iloilo",304.5,241.5,165.2
"Tuburan, Basilan",191.1,153.4,107.8
"Tuburan, Cebu",265.7,208.5,139.1
"Tudela, Cebu",265.7,208.5,139.1
"Tudela, Misamis_Occidental",294.4,242,178.5
"Tugaya, Lanao_del_Sur",255.5,204,141.7
"Tuguegarao_City, Cagayan",465.5,367.2,248
"Tukuran, Zamboanga_del_Sur",294.4,242,178.5
"Tulunan, North_Cotabato",195.2,153.4,102.7
"Tulunan, North_Cotabato",202.1,165.5,121.1
"Tumauini, Isabela",465.5,367.2,248
"Tunga, Leyte",273,222.6,161.4
"Tungawan, Zamboanga_Sibugay",191.1,153.4,107.8
"Tupi, South_Cotabato",195.2,153.4,102.7
"Turtle_Islands, Tawi_Tawi",299.6,234.9,156.4
"Tuy, Batangas",434.3,340.4,226.7
"Ubay, Bohol",265.7,208.5,139.1
"Ubay, Bohol",316.3,259.6,190.8
"Umingan, Pangasinan",349.3,275.2,185.3
"Umingan, Pangasinan",440.5,352.9,246.7
"Ungkaya_Pukan, Basilan",191.1,153.4,107.8
"Unisan, Quezon",466.7,369.6,252
"Upi, Shariff_Kabunsuan",195.2,153.4,102.7
"Upi, Shariff_Kabunsuan",202.1,165.5,121.1
"Urbiztondo, Pangasinan",440.5,352.9,246.7
"Urdaneta_City, Pangasinan",440.5,352.9,246.7
"Uson, Masbate",461.8,368.5,255.4
"Uson, Masbate",490.3,386.4,260.5
"Uyugan, Batanes",484,379.3,252.5
"Valderrama, Antique",304.5,241.5,165.2
"Valencia_City, Bukidnon",265.3,214.8,153.6
"Valencia, Bohol",222.6,176.7,121.2
"Valencia, Negros_Oriental",227.3,177.2,116.5
"Valenzuela, Metropolitan_Manila",481.2,373.6,243.1
"Valenzuela, Metropolitan_Manila",415.6,328.8,223.5
"Valladolid, Negros_Occidental",304.5,241.5,165.2
"Vallehermoso, Negros_Oriental",265.7,208.5,139.1
"Veruela, Agusan_del_Sur",483.1,389.7,276.5
"Veruela, Agusan_del_Sur",265.3,214.8,153.6
"Victoria, Laguna",508.3,404.8,279.5
"Victoria, Laguna",434.3,340.4,226.7
"Victoria, Northern_Samar",461.8,368.5,255.4
"Victoria, Oriental_Mindoro",508.3,404.8,279.5
"Victoria, Oriental_Mindoro",434.3,340.4,226.7
"Victoria, Tarlac",349.3,275.2,185.3
"Victorias_City, Negros_Occidental",304.5,241.5,165.2
"Viga, Catanduanes",574.4,449,297
"Vigan_City, Ilocos_Sur",602,479.8,331.7
"Villaba, Leyte",273,222.6,161.4
"Villanueva, Misamis_Oriental",239.7,189.8,129.2
"Villareal, Samar",273,222.6,161.4
"Villareal, Samar",418.8,331.3,255.3
"Villasis, Pangasinan",440.5,352.9,246.7
"Villaverde, Nueva_Vizcaya",1134,876.1,563.6
"Villaviciosa, Abra",602,479.8,331.7
"Villaviciosa, Abra",1134,876.1,563.6
"Vincenzo_A_Sagun, Zamboanga_del_Sur",294.4,242,178.5
"Vintar, Ilocos_Norte",602,479.8,331.7
"Vinzons, Camarines_Norte",520.3,411.1,278.7
"Virac, Catanduanes",574.4,449,297
"Wao, Lanao_del_Sur",265.3,214.8,153.6
"Waterbody, Laguna",508.3,404.8,279.5
"Zamboanga_City, Zamboanga_del_Sur",191.1,153.4,107.8
"Zamboanguita, Negros_Oriental",227.3,177.2,116.5
"Zaragoza, Nueva_Ecija",349.3,275.2,185.3
"Zarraga, Iloilo",304.5,241.5,165.2
"Zumarraga, Samar",418.8,331.3,255.3
